tweet_text,image_damage,image_path
[ Today News ] Cuba counts the cost of deadly Hurricane Irma. May take years to rebuild. https://t.co/8K7BgTbknh https://t.co/mAKaszVzsl,severe_damage,data_image/hurricane_irma/18_9_2017/909768090392645633_0.jpg
Hurricane Irma Insurance Claims? Read this first https://t.co/6zfExoAgu8 https://t.co/Bp9dHp2YNB,little_or_no_damage,data_image/hurricane_irma/18_9_2017/909720914098565121_0.jpg
Iran #Earthquake very sad https://t.co/axekrQw8sp,severe_damage,data_image/iraq_iran_earthquake/13_11_2017/930180706709499905_0.jpg
Hurricane Maria: ‘storm of the century’ lashes Dominican Republic after direct hit on… https://t.co/99USkHm8JM https://t.co/pWMOh0DHlw,severe_damage,data_image/hurricane_maria/21_9_2017/910792584154554369_0.jpg
Harvey spins deeper inland; full scope of damage is unknown: https://t.co/w3xyPLbplp (from @AP) https://t.co/06JwwtueD9,severe_damage,data_image/hurricane_harvey/27_8_2017/901667589763379200_0.jpg
Hurricane Maria: UK pledges Â£5m to Dominica after island ravaged byÂ storm https://t.co/qUvUau9kLR https://t.co/u2TdUgfGIU,severe_damage,data_image/hurricane_maria/25_9_2017/912154071905263618_0.jpg
comunal: taller de arquitectura reports from mexico in the wake of devastating earthquakes https://t.co/2EW0iPdp3e https://t.co/6QDkZAxNau,severe_damage,data_image/mexico_earthquake/30_9_2017/913965634437992448_0.jpg
Winds whip new terror into deadly CaliforniaÂ wildfires https://t.co/0UPcUXHRND https://t.co/5lFGfeUpLi,little_or_no_damage,data_image/california_wildfires/12_10_2017/918313986621362178_0.jpg
RT @itvnews: Judge in Texas confirms the first death cause by #HurricaneHarvey https://t.co/LhNmyhAwju https://t.co/X1lsrHu0gH,little_or_no_damage,data_image/hurricane_harvey/27_8_2017/901650894151979008_0.jpg
Telegraph Pics: New drone footage shows extent of Hurricane Maria damage https://t.co/3LPnGwMfLv https://t.co/V49AGByDgr,severe_damage,data_image/hurricane_maria/26_10_2017/923593987872690178_0.jpg
"RT @Things4FLppl: Irma, You missed!! ·Ω¢B https://t.co/lm5YQqsE0l",little_or_no_damage,data_image/hurricane_irma/18_9_2017/909738182031413248_1.jpg
"Concerns grow as garbage, debris pile up across Puerto Rico. NA-24MO https://t.co/l6Cz7q2h9x",severe_damage,data_image/hurricane_maria/23_10_2017/922429678933151745_0.jpg
Gas explosion fills Mexico City sky with fire following earthquake https://t.co/lSAzEjWYEt https://t.co/5ZQamtqwL4,severe_damage,data_image/mexico_earthquake/20_9_2017/910537194237870085_0.jpg
Thank goodness for the size Of Elon Teslas heart. https://t.co/pcUbYJZ0lp https://t.co/ovwGpxjGeK,severe_damage,data_image/hurricane_maria/2_10_2017/914683563169259520_0.jpg
Scramble to reach people in danger from Puerto Rico dam after Hurricane Maria https://t.co/eQSYpimnXQ https://t.co/vsyS36rXE7,little_or_no_damage,data_image/hurricane_maria/23_9_2017/911567186719801344_0.jpg
"Hurricane Maria rescue mission launched to save 1,000 monkeys hit by storm https://t.co/kc7niWF4Fb https://t.co/qvjkgP1OV6",severe_damage,data_image/hurricane_maria/28_9_2017/913260146121469953_0.jpg
Disaster Relief Team from Florida’s Northland Church Returns from Helping Harvey Victims to… https://t.co/pWFN2D1oHw https://t.co/N9G3pGpUen,severe_damage,data_image/hurricane_harvey/13_9_2017/908103116792397824_0.jpg
RT @TreyYingst: New satellite images show widespread destruction in St. Croix after Hurricane Maria https://t.co/qTrQXHNxMQ,little_or_no_damage,data_image/hurricane_maria/24_9_2017/912077714227593216_3.jpg
#HurricaneMaria has now arrived in Kampala. You won't hear us complaining about it. https://t.co/YAmE51oZT9,little_or_no_damage,data_image/hurricane_maria/25_9_2017/912322653578461186_0.jpg
"Damage from #HurricaneMaria in St. Thomas, #USVI. Photo credit: Conn Davis. https://t.co/uLyCmCvzfg",severe_damage,data_image/hurricane_maria/25_9_2017/912312190626971648_0.jpg
Keep praying for Texas! These families have a long road ahead of them. #PrayforTexas https://t.co/xc2tq4vf8O https://t.co/XuzmW1hk4Y,severe_damage,data_image/hurricane_harvey/8_9_2017/906195501338558465_0.jpg
Devastated Northern California suburb was exempt from fire rules #daily #news https://t.co/SeJtmQC5xv https://t.co/NNmEYdu1XC,severe_damage,data_image/california_wildfires/15_10_2017/919586694478925824_0.jpg
Hurricane Irma Heads for the Dominican Republic After Cutting Power in Puerto Rico https://t.co/USh8HSu6MD ^Time https://t.co/1s7uYjhyzZ,little_or_no_damage,data_image/hurricane_irma/7_9_2017/905669512434917376_0.jpg
National flood insurance will help clean up after Irma and Harvey. And that's a problem. https://t.co/yLPzJJJ7Ec https://t.co/nP3JtQJfbx,severe_damage,data_image/hurricane_harvey/11_9_2017/907292737057079297_0.jpg
RT @TreyYingst: New satellite images show widespread destruction in St. Croix after Hurricane Maria https://t.co/qTrQXHNxMQ,little_or_no_damage,data_image/hurricane_maria/24_9_2017/912077714227593216_0.jpg
Remarkable that there are accurate figures for loss of life in the Iran/Iraq earthquake. https://t.co/YZSsb3mtRu,severe_damage,data_image/iraq_iran_earthquake/13_11_2017/930000656525680640_0.jpg
Hurricane Irma: 'Get us OUT!' Barbudan hid baby in closet while storm tore ROOF off house https://t.co/l7nZCQkP75 https://t.co/iw10kc9xSc,little_or_no_damage,data_image/hurricane_irma/7_9_2017/905715102258569216_0.jpg
"In pictures: Deadly earthquake jolts Iran, Iraq-https://t.co/D05zqoEyAA https://t.co/FhUnOzM8Hg",little_or_no_damage,data_image/iraq_iran_earthquake/14_11_2017/930389337895776256_0.jpg
Mass Evacuations in California as Wildfires Kill at Least 10 https://t.co/gyoKFWZuMB #CaliforniaWildfires https://t.co/KEFtjITetK,severe_damage,data_image/california_wildfires/10_10_2017/917792930315821057_0.jpg
People seek tents for temporary housing and breathing mask after #mexicoearthquake https://t.co/6vF83o0WYE https://t.co/wkbWibW66M,severe_damage,data_image/mexico_earthquake/21_9_2017/910659107517952000_0.jpg
Midlands Gym Collects Supplies for Puerto Rico https://t.co/MZAy3vaYKB #scnews #sctweets https://t.co/lGcOdTb5PY,severe_damage,data_image/hurricane_maria/6_10_2017/916095924321046529_0.jpg
Coastal vulnerabilities known long before Harvey https://t.co/qzrjtqg6d6 -- KDM https://t.co/oofuLkW6GC,severe_damage,data_image/hurricane_harvey/19_9_2017/910194378836267009_0.jpg
"#California wildfire kills 15, destroy 1,500 homes; centenarian and 98yo wife among victims https://t.co/fU3uEnPc7C https://t.co/ukdH6qKgfH",severe_damage,data_image/california_wildfires/11_10_2017/917934616878530560_0.jpg
Preliminary #Irma damage in Nassau County: $9 million. Financial help at 800-621-3362 or https://t.co/s1ApgywclQ https://t.co/1bRHUD9flt,little_or_no_damage,data_image/hurricane_irma/18_9_2017/909919169319260160_0.jpg
This morning's view... Thoughts for the beautiful people of Puerto Rico and Somalia. #MondayMotivation https://t.co/yBm35Nhogt,little_or_no_damage,data_image/hurricane_maria/23_10_2017/922438575991459840_1.jpg
"East Texas woman headed to hometown of Rockport, devastated by Harvey: https://t.co/xsVTRpF3LJ https://t.co/qI75WauhrE",little_or_no_damage,data_image/hurricane_harvey/6_9_2017/905230326359891968_0.jpg
Tomorrow is a BIG Day! Please join us to raise some $$$ for all the Harvey victims!!! https://t.co/xOEFnICDep,severe_damage,data_image/hurricane_harvey/5_9_2017/905200250796687360_0.jpg
RT @RobHuyser: What the world famous Maho Beach at St Martin looks like after hurricane Irma https://t.co/UN3D97ztpZ,little_or_no_damage,data_image/hurricane_irma/17_9_2017/909415207868309505_2.jpg
Corporate donations for Hurricane Maria relief top $24 million https://t.co/w34ZZziu88 https://t.co/ePddksfFc2,severe_damage,data_image/hurricane_maria/29_9_2017/913882112339566592_0.jpg
Our team continues the assessment of buildings at risk after the #MexicoEarthquake https://t.co/BYORJdJjXT,little_or_no_damage,data_image/mexico_earthquake/25_9_2017/912301115257053184_2.jpg
"Hurricane Irma Hits Key West, FL In The Overnight 9/9/2017 https://t.co/m6jVxBKSkX https://t.co/dOgxBH8UWN",severe_damage,data_image/hurricane_irma/18_9_2017/909702545202753536_0.jpg
WATCH: Police helicopter flies over ferocious California wildfire https://t.co/tiAEO4xjtC https://t.co/zEaln1wnRr,severe_damage,data_image/california_wildfires/11_10_2017/918031214560215042_0.jpg
Rain rain go away #hurricane Harvey https://t.co/FkuT7gT27k,little_or_no_damage,data_image/hurricane_harvey/27_8_2017/901779770236600321_0.jpg
Hurricane Maria Live Updates: Catastrophic Flooding in Puerto Rico https://t.co/Ws9BoIALdc https://t.co/azFOpKPAYe,severe_damage,data_image/hurricane_maria/21_9_2017/910783579751419904_0.jpg
A personal experience from #Cuba. How was going through #hurricane #Irma like? https://t.co/tACdJ1g4zl‚Ä¶ https://t.co/9hBL7ZehXN,severe_damage,data_image/hurricane_irma/18_9_2017/909784784263680001_0.jpg
We SURVIVED HURRICANE IRMA – This Storm was NO JOKE! https://t.co/31nisiQyL6 https://t.co/3IyaO7joQR,severe_damage,data_image/hurricane_irma/19_9_2017/910129632812371968_0.jpg
RT @FoxNews: Catastrophic flooding expected in parts of Texas in wake of #HurricaneHarvey https://t.co/8bcb4GDr4Y,severe_damage,data_image/hurricane_harvey/27_8_2017/901756029435867136_0.jpg
"RT @ajwamood: #ajwamood : Harvey the first major hurricane to strike the #US since 2005 , causes at least 1 fatality https://t.co/RvDkebyAAC",severe_damage,data_image/hurricane_harvey/27_8_2017/901646074527535105_1.jpg
"In Irma-devastated Virgin Islands, resolve blends with worry of being forgotten https://t.co/lC3738M6u3 https://t.co/dNxovLvO2W",severe_damage,data_image/hurricane_irma/17_9_2017/909384460285526016_0.jpg
"RT @mattmarohl: Deadly fires sweep across California, compounding a historic fire season https://t.co/r7Hzt90njB https://t.co/JcmNCarDIy",severe_damage,data_image/california_wildfires/10_10_2017/917829116220473345_0.jpg
RT @WESH: More Florida Keys residents return home to survey Irma's destruction https://t.co/VnyhkMcht9 https://t.co/Jp6tXyrCQv,severe_damage,data_image/hurricane_irma/17_9_2017/909379299874099201_0.jpg
Couple in California wildfire together since gradeÂ school https://t.co/hyrdPxH86b https://t.co/o3goyFunPz,severe_damage,data_image/california_wildfires/11_10_2017/917924564579028992_0.jpg
American flag standing tall after Irma takes down 30-foot pine https://t.co/vxKml4edkX https://t.co/pknf0m79sZ,little_or_no_damage,data_image/hurricane_irma/17_9_2017/909447640567476224_0.jpg
Tampa group brings aid to Puerto Rico; raided by police - WMNF https://t.co/0XCg5hbfhF https://t.co/LJhLwzXqCW,severe_damage,data_image/hurricane_maria/21_10_2017/921619592342097921_0.jpg
Denying Hurricane Harvey’s climate links only worsens future suffering | Dana Nuccitelli https://t.co/mP0sagQWXI https://t.co/O2XPbzxyi8,severe_damage,data_image/hurricane_harvey/5_9_2017/905009525463375874_0.jpg
Should I Buy Travelers Stock Despite Hurricanes Harvey And Irma? @themotleyfool #stocks $TRV https://t.co/kLTB9pT3fa https://t.co/wIkc4GYs4s,severe_damage,data_image/hurricane_harvey/18_9_2017/909765035563601920_0.jpg
RT @Meerasrini: Kalutara today. #lka #FloodSL https://t.co/ww7RjWSGV1,severe_damage,data_image/srilanka_floods/2_6_2017/870635993661091840_0.jpg
"Houston citizens have thrown out 8 million+ cubic yards of drywall, furniture, appliances and clothing after Harvey https://t.co/EIrtS8SoNc",severe_damage,data_image/hurricane_harvey/10_9_2017/906744961072291840_0.jpg
Texas county's long recovery from Hurricane Harvey begins https://t.co/tf5pLVRIdC https://t.co/NDjZrZIFnD,severe_damage,data_image/hurricane_harvey/27_8_2017/901646377620578304_0.jpg
#Chive Couple films Hurricane Irma’s destruction in Saint Martin (Video) https://t.co/5PVSZ2nV3t #DerangedRadio https://t.co/XbGpidgsH7,severe_damage,data_image/hurricane_irma/19_9_2017/910222023263084544_0.jpg
Massive fire erupts at #Chevron refinery in #California https://t.co/EvPnubU5Ht,little_or_no_damage,data_image/california_wildfires/18_10_2017/920569455759056896_0.jpg
"Art Conservators Set Up Hotline For Harvey, Irma Art Rescue https://t.co/ypg1eS9cvF via @Arts_Journal https://t.co/9pWyXeBVD0",little_or_no_damage,data_image/hurricane_harvey/11_9_2017/907296821357289476_0.jpg
Geospatial Analysis of California Wildfires Shows What Actually Burned https://t.co/CdWoecOcOL https://t.co/5htLAzR6eA,severe_damage,data_image/california_wildfires/26_10_2017/923343614117384197_0.jpg
#Iran Turning Blind Eye to #Kurdish Victims of Earthquake - #BasNews https://t.co/90fcUQ4NS3 https://t.co/6SPESu3SNL,severe_damage,data_image/iraq_iran_earthquake/16_11_2017/931087356001685504_0.jpg
"Hurricane Irma is gone, what to do now? ᾑ4 --&gt; https://t.co/QpucyMaM8T #123Brickell #RealEstate #Miami https://t.co/3D3pMXNzSP",little_or_no_damage,data_image/hurricane_irma/19_9_2017/910191453019758592_0.jpg
A #Drone video of a lonely mailman reveals Californiaâ€™s post-wildfire dystopia https://t.co/DhFxAaxX7f https://t.co/7DukKyvwnn,severe_damage,data_image/california_wildfires/25_10_2017/923197664837160962_0.jpg
Events in NYC aim to help hurricane battered Puerto Rico https://t.co/Vwq9yiqKox https://t.co/92qQOejggH,little_or_no_damage,data_image/hurricane_maria/5_10_2017/915995595923435520_0.jpg
Essentra warns of disruption caused by Hurricane Maria https://t.co/DNEDZIFkal https://t.co/cmV6IXANsc,little_or_no_damage,data_image/hurricane_maria/25_9_2017/912283309870157824_0.jpg
â€˜Your small Breakfast amount can change their Condition.â€™ Support to Them https://t.co/6biZvLkkNl https://t.co/I7GrFPGjPG,severe_damage,data_image/srilanka_floods/1_6_2017/870079994306871296_0.jpg
#HurricaneMaria: Unclear when postal service will resume in Puerto Rico - https://t.co/bIYcMe7twx https://t.co/hZdW0Ut2CU,severe_damage,data_image/hurricane_maria/25_9_2017/912384951013736453_0.jpg
Your retweets are necessary in remembering the #MexicoEarthquake victims in #Juchitan https://t.co/6vF83o0WYE https://t.co/xJGTQFKPPK,severe_damage,data_image/mexico_earthquake/21_9_2017/910696403248103424_0.jpg
California wildfires latest: 'Red alert' issued as weather conditions likely to fan flames https://t.co/ztc2qpHMq5 https://t.co/Eq3ErE2YeH,severe_damage,data_image/california_wildfires/11_10_2017/918114251574857728_0.jpg
"Heavy flooding, landslides have affected some 684,000 people in south &amp; central #SriLanka https://t.co/3VqgVznVEv https://t.co/F5uPmn0Ws1",severe_damage,data_image/srilanka_floods/6_6_2017/872076035726204929_0.jpg
[RECOMMENDED] Wrap-up of damages in P.R. caused by Hurricane Irma - https://t.co/VAJOnygU7T https://t.co/KGlM3oa8GM,little_or_no_damage,data_image/hurricane_irma/17_9_2017/909431758822739969_0.jpg
"Rainbow right over the tornado hit homes. Lady next to me says ""Mother Nature saying she's sorry."" https://t.co/bzmB85onLs",little_or_no_damage,data_image/hurricane_harvey/14_9_2017/908457117362868225_0.jpg
My Harvey damage looks like a mutating Tetsuo from Akira https://t.co/vxQa0f0HwQ,little_or_no_damage,data_image/hurricane_harvey/16_9_2017/909135905063026688_0.jpg
#tech2s Hurricane Harvey's victims wrestle to get better ......For More-&gt;&gt; https://t.co/XtcaeDaLwy https://t.co/NzQAqlJNUD,little_or_no_damage,data_image/hurricane_harvey/16_9_2017/908854000518234113_0.jpg
"Winds ease, rain possible, offering hope in California wildfires: https://t.co/sT0f1pC6SI https://t.co/pfiSz6wKRg",severe_damage,data_image/california_wildfires/15_10_2017/919691857986166785_0.jpg
RT @PaulHyde7: Irma snaps tree into two near Anderson University. @GreenvilleNews @independentmail https://t.co/e4b0QFatrO,little_or_no_damage,data_image/hurricane_irma/18_9_2017/909779022644727808_1.jpg
California wildfires keep growing as flames leave trail of destruction https://t.co/5yUcgk0ylh https://t.co/XCB9N2hQct,severe_damage,data_image/california_wildfires/11_10_2017/918243601062141952_0.jpg
THE LATEST: Death toll in powerful Iran-Iraq earthquake passes 300 https://t.co/EdA2CO188y https://t.co/sCvUqubMC5,severe_damage,data_image/iraq_iran_earthquake/13_11_2017/930039853097607169_0.jpg
"A view of St. Thomas, #USVI, before &amp; after Hurricane #Irma. https://t.co/XKivTJjA6v",little_or_no_damage,data_image/hurricane_irma/17_9_2017/909458931696717824_1.jpg
Flickr GALLERY captures best @USNationalGuard moments from Hurricane #Harvey response: https://t.co/JgetBY508B https://t.co/H6Ddf9tn4S,little_or_no_damage,data_image/hurricane_harvey/5_9_2017/905161654521913344_3.jpg
And they say we don't have Fall in Florida... #Irma #HurricaneIrma https://t.co/3ryZMTdDrI,little_or_no_damage,data_image/hurricane_irma/17_9_2017/909439327779852288_0.jpg
Rescuers in desperate search to save young girl trapped in Mexico quake rubble https://t.co/G9RMzER0mB https://t.co/IJqD9bugF5,severe_damage,data_image/mexico_earthquake/21_9_2017/910786811164635136_0.jpg
"Puerto Rico: Where nobody can fix anything, but they all drive SUV's. https://t.co/1xpi2pcn6o",little_or_no_damage,data_image/hurricane_maria/7_11_2017/927958507596517378_0.jpg
"#Rockstar #SEO (Bonita Springs, Florida is ...) has been published on - https://t.co/6NKTtpaGA5 #news #music‚Ä¶ https://t.co/wi54UJw6n1",severe_damage,data_image/hurricane_irma/19_9_2017/910041602340536320_0.jpg
"RT @latimes: Column: As California burns, here's what you need to know about fire insurance https://t.co/Q0wXjtwBA9 https://t.co/ia9bt6L4FJ",severe_damage,data_image/california_wildfires/11_10_2017/918236509689479168_0.jpg
"My neighborhood. Pajonal, Puerto Rico. https://t.co/BTCXBvIHKq",severe_damage,data_image/hurricane_maria/11_11_2017/929408546122424320_0.jpg
Interactive map shows which ZIP codes gave the most for Hurricane Harvey help https://t.co/coHn5lRikr https://t.co/EVzbEYBmqo,severe_damage,data_image/hurricane_harvey/8_9_2017/906239653363245056_0.jpg
@ajwdct summary of FCC &amp; other's efforts to help Puerto Rico and the U.S. Virgin Islands https://t.co/8X3IGSpHof https://t.co/13qXRxNtQh,little_or_no_damage,data_image/hurricane_maria/6_10_2017/916168959971303424_0.jpg
Puerto Ricoâ€™s Coffee Industry: 6 Weeks On https://t.co/syT7BbA8js https://t.co/T4WKRdQPwv,little_or_no_damage,data_image/hurricane_maria/7_11_2017/927949811759824896_0.jpg
#HurricaneIrma and the Tragedy of Tokitae/Lolita via @Voice_OT_Orcas #Blackfish #FreeLolita https://t.co/uUfXLeVsu3 https://t.co/A8p7kCLMms,little_or_no_damage,data_image/hurricane_irma/17_9_2017/909393303052935168_2.jpg
Pittsburghers With Family In Puerto Rico Devastated By Hurricane Maria Damage https://t.co/xq683duw9p https://t.co/rG0LQ77pyp,severe_damage,data_image/hurricane_maria/25_9_2017/912200008090386432_0.jpg
"RT @UNFspinnaker: ""To me Puerto Rico is more than just a paradise island–it’s my home."" https://t.co/KBE0tzCDaI https://t.co/USvgk3JAiA",severe_damage,data_image/hurricane_maria/20_9_2017/910608639186100224_0.jpg
Irma may have slowed us down last week but @CEMEX_Orlando is up and running strong! #SleyTheGrey https://t.co/wcBtOGNKV7,little_or_no_damage,data_image/hurricane_irma/18_9_2017/909688022869868545_0.jpg
#Irma debris pickup begins today for most of Tampa Bay. Check w county and city websites for guidelines. https://t.co/zoYosWpCtH,little_or_no_damage,data_image/hurricane_irma/18_9_2017/909839832066686978_0.jpg
Please keep praying for our Bible Society colleagues in the Caribbean https://t.co/8WyGuYPrUg #prayer #Irma https://t.co/NrlyUst27Y,severe_damage,data_image/hurricane_irma/19_9_2017/910172045333471232_0.jpg
Red Cross financial assistance to be available for Hurricane Harvey https://t.co/FL24ewMGfc https://t.co/pu5796FjrM,severe_damage,data_image/hurricane_harvey/11_9_2017/907301003984343040_0.jpg
@CNN Help St. Croix United States Virgin Islands. Hurricane Maria hit them too! https://t.co/VE7xCTPR99,little_or_no_damage,data_image/hurricane_maria/23_9_2017/911584878172540929_0.jpg
Chicago Cubs Catcher Rene Rivera Launches Hurricane Maria Relief Campaign on GoFundMe https://t.co/T8MpC2luUe https://t.co/BIRbppYxfK,severe_damage,data_image/hurricane_maria/23_9_2017/911718588360175616_0.jpg
"Post-Irma, Why Not Bury All Power Lines? https://t.co/EvKmh6Rz9A https://t.co/5EqF6k6eUI",little_or_no_damage,data_image/hurricane_irma/19_9_2017/910118787080441857_0.jpg
California Wildfire Threatening To Burn Millions Of Dollars Of Cannabis https://t.co/8s32qyp2PV via @cannatechnews https://t.co/uJhkT3dTGT,severe_damage,data_image/california_wildfires/15_10_2017/919698152936099840_0.jpg
"RT @ajwamood: #ajwamood : Harvey the first major hurricane to strike the #US since 2005 , causes at least 1 fatality https://t.co/RvDkebyAAC",severe_damage,data_image/hurricane_harvey/27_8_2017/901646074527535105_2.jpg
"If you would like to donate, please remember every little bit counts! ὤFἿE #DominicaStrong https://t.co/3zX0ZyMdoQ https://t.co/YgIreX7TfS",little_or_no_damage,data_image/hurricane_maria/24_9_2017/912021033984626688_0.jpg
Californiaâ€™s Sausalito Fire In Marin Captured In Pictures And Videos #firangi https://t.co/8m8mMDpY5B https://t.co/sH9V1iaa9c,severe_damage,data_image/california_wildfires/18_10_2017/920571592131915777_0.jpg
How To Help Hurricane Maria Victims Donations Volunteer https://t.co/M2Vxy2XbKK https://t.co/qQWZDuIeHw,little_or_no_damage,data_image/hurricane_maria/20_9_2017/910550386557173761_0.jpg
Deadly wildfires threaten thousands of acres of pot farms in California https://t.co/0L8vo60wL0 https://t.co/gODTxZcE4t,severe_damage,data_image/california_wildfires/10_10_2017/917810972479381504_0.jpg
Why the response to Harvey and Irma could cause bigger disasters https://t.co/1JC5juUIPZ https://t.co/pEOrkstIF9,severe_damage,data_image/hurricane_harvey/15_9_2017/908657931880685569_0.jpg
Fire is release to permit rebirth; itâ€™s a response toÂ accumulation https://t.co/h7V3v2gloC https://t.co/DhVwPZicAJ,little_or_no_damage,data_image/california_wildfires/16_10_2017/919927912769339392_0.jpg
Tracking Harvey: Storm continues to weaken as relief efforts gain momentum https://t.co/D1o2X0ewsk https://t.co/6kiyfZQGUF,little_or_no_damage,data_image/hurricane_harvey/27_8_2017/901764023464726528_0.jpg
The children to the rescue #PuertoRicoRelief efforts have begun. #HurricaneMaria ἟5἟7ἳ4ἳ3ἳ1ὤFἿD https://t.co/ZxgJfd0m3J,little_or_no_damage,data_image/hurricane_maria/25_9_2017/912417707605114880_0.jpg
(The human tragedy of Mexico's 1985 earthquake Video) #latest #news #followback - https://t.co/gqG0Zm1gDK https://t.co/yt3pY6cwSA,severe_damage,data_image/mexico_earthquake/20_9_2017/910524364327718919_0.jpg
"#HurricaneHarvey: #Texas moves toward recovery, gas prices slip https://t.co/tLqSrNx1BV https://t.co/7Hw2kZtTOY",severe_damage,data_image/hurricane_harvey/4_9_2017/904849577450160128_0.jpg
Hurricane Irma Charleston Flooded Neighborhoods Watch Now ὄ9https://t.co/ehg9BvdL2I https://t.co/0EZi0tHITh,little_or_no_damage,data_image/hurricane_irma/19_9_2017/909945317973417984_0.jpg
.@FiveFifths reports from Puerto Rico on the island's unfolding environmental catastrophe https://t.co/bvi09TUMDr https://t.co/kaihq0CXhG,little_or_no_damage,data_image/hurricane_maria/21_10_2017/921873063628730368_0.jpg
"RT @WilDonnelly: 610 loop around Houston, before and after Harvey. https://t.co/O8812AcP1U",severe_damage,data_image/hurricane_harvey/27_8_2017/901809463371423745_0.jpg
Tornado activity in Palm Bay. A roof blew off a home and at least six mobile homes were destroyed https://t.co/rnQ9DM9SWD,little_or_no_damage,data_image/hurricane_harvey/10_9_2017/906919855475097600_1.jpg
Official tells news agencies that Iran's death toll in powerful earthquake rises to 407 https://t.co/kJnT6YnWEb https://t.co/38MBH4Y3kC,severe_damage,data_image/iraq_iran_earthquake/13_11_2017/930082041386893314_0.jpg
"CZ Hey, outraged liberals: just so you know, this is how most of Puerto Rico looked *before* the hurricane. https://t.co/o8pcX3YVvK",severe_damage,data_image/hurricane_maria/26_10_2017/923648872207081473_0.jpg
"Special Report: Hurricane Harvey makes landfall near Corpus Christi, Texas | ABCÂ News https://t.co/kjmhZG7FZR https://t.co/fiNRTSOAbL",severe_damage,data_image/hurricane_harvey/14_9_2017/908175535611707392_0.jpg
1/Relocate young kids before pre-disaster prep/hysteria. Period. House/feed/clothe - clean/safe. https://t.co/m3waS4Ovyq #Harvey #Irma #FEMA,severe_damage,data_image/hurricane_harvey/13_9_2017/907992015299690496_0.jpg
RT @newxseason: Trump in Puerto Rico: “this isn’t a REAL catastrophe like Katrina” ὄ7ἿCὄ7ἿCὄ7ἿCὄ7ἿC What? ᾓ7ἿD‍♀️ https://t.co/KzCwt6jHKb,little_or_no_damage,data_image/hurricane_maria/3_10_2017/915319640145911809_1.jpg
What Hurricane Sandy Should've Taught Us About Disaster Response - Fortune https://t.co/BnpfQGb06z https://t.co/3MiXdvmCL5,little_or_no_damage,data_image/hurricane_harvey/15_9_2017/908584190446264320_0.jpg
"In Iraq, crashing boulders, collapsed homes along with a town on edge after effective… https://t.co/mJMYtjeGfO https://t.co/VXsTqZM3bv",severe_damage,data_image/iraq_iran_earthquake/15_11_2017/930665371153174528_0.jpg
"In Puerto Rico, Community Groups Transform Into Relief Brigades https://t.co/jvXrl7jjkg https://t.co/Hicd1IUiBb",little_or_no_damage,data_image/hurricane_maria/20_10_2017/921383665917218816_0.jpg
RT @ABC: Debris and destruction: Bird's-eye view of #Irma-ravaged U.S. Virgin Islands. https://t.co/jfbNvBLRWQ https://t.co/O3n1PZ1IAs,little_or_no_damage,data_image/hurricane_irma/18_9_2017/909705256078016513_0.jpg
Northern California Wildfires Relief Fund 2017 - https://t.co/8dPtgfzZEo #BAPSCharities https://t.co/EqTdoPTrFJ,severe_damage,data_image/california_wildfires/15_10_2017/919648994661486593_0.jpg
UPDATE: Disaster #Unemployment Assistance now available in 11 more #FL counties + 3 coastal counties in #GA.… https://t.co/MudcEBCvLl,little_or_no_damage,data_image/hurricane_irma/18_9_2017/909838007397740545_0.png
RT @EricYutzy: Pictures m sent to our newsroom from St. Maarten after Hurricane Irma initial impact. https://t.co/jTfHdvE5fy,severe_damage,data_image/hurricane_irma/7_9_2017/905636873921495040_0.jpg
Southern California prepares for potential wildfires. https://t.co/AIctI7hj2t https://t.co/Xl3QK1prfD,severe_damage,data_image/california_wildfires/24_10_2017/922925671025741824_0.jpg
"RT @AJENews: Irma lashes Florida, leaving thousands without power https://t.co/7X2MYsKKCt https://t.co/93PEOhvIvE",severe_damage,data_image/hurricane_irma/19_9_2017/910192887723413505_0.jpg
Irma most enduring super-storm on record: French weather service https://t.co/49fGWOoDEW https://t.co/TQyaeE2fCR,severe_damage,data_image/hurricane_irma/7_9_2017/905766123907407872_0.jpg
"Federal prisoners stranded in Harvey, Harris County inmates released into it https://t.co/DRMxs50FIk https://t.co/U72V96baWh",severe_damage,data_image/hurricane_harvey/11_9_2017/907150052250058752_0.jpg
Don’t be complacent: climate change will ravage rich and poor alike | Patricia Scotland https://t.co/e8mYqv1hBJ https://t.co/HpyUYGGyas,severe_damage,data_image/hurricane_maria/9_11_2017/928504482605932545_0.jpg
Dish Blames Q3 Pay-TV Subscriber Loss on Hurricane Maria https://t.co/w3L88VHxGO via @Variety https://t.co/33AyuY7VFn,severe_damage,data_image/hurricane_maria/9_11_2017/928587264518529024_0.jpg
"The Mexico City earthquake, 30 years on: have its lessons been forgotten? https://t.co/002Jpkg5QX á½¤F https://t.co/9CHNn70HEc",severe_damage,data_image/mexico_earthquake/20_9_2017/910572320338485248_0.jpg
἟5἟7἟5἟7἟5἟7#HurricaneMaria #huracanmaria hato rey https://t.co/NvqYn5Ce7E,little_or_no_damage,data_image/hurricane_maria/24_9_2017/912065374929264640_0.jpg
California Wildfires Leave Ash &amp; Smoke in TheirÂ Wake https://t.co/QoZc38zsIc https://t.co/YUjAUfMk23,severe_damage,data_image/california_wildfires/11_10_2017/917926207492120576_0.jpg
