tweet_text,img_path,prediction,ground_truth,prediction_conf
"Hurricane Irma aftermath, in Florida Keys, 9 people dead. First responders still going door-to-door. Communications… https://t.co/j7wlvrgBFU",/home/julian/datasets/crisis_mmd/data_image/hurricane_irma/17_9_2017/909420528703819776_0.jpg,1,1,0.98885906
Of course we should discuss climate change in the wake of Harvey and Irma https://t.co/f84RyeHNlK https://t.co/KctEcjTdNy,/home/julian/datasets/crisis_mmd/data_image/hurricane_irma/18_9_2017/909769491567038464_0.jpg,1,1,0.91292655
Some of the devastation from #Harvey friends and family who lost everything ὢ2 prayers neededὉ4 @DonnieWahlberg #BH❤ https://t.co/2rNeqYEEQJ,/home/julian/datasets/crisis_mmd/data_image/hurricane_harvey/7_9_2017/905930890735439873_0.jpg,0,0,0.91269153
Opinion | How to Keep the Lights On After a Hurricane https://t.co/IZVH0AGrpg https://t.co/aJqmTSfJK4,/home/julian/datasets/crisis_mmd/data_image/hurricane_maria/23_10_2017/922387722236518401_0.jpg,1,1,0.538024
Photos I took of the disastrous damage left behind by #HurricaneHarvey https://t.co/Fc4jljjUgE,/home/julian/datasets/crisis_mmd/data_image/hurricane_harvey/6_9_2017/905555871069073408_2.jpg,0,0,0.9127934
More damage from #hurricaneharvey. This is a neighborhood in .@CongCulberson district. https://t.co/dFU6ynI9db,/home/julian/datasets/crisis_mmd/data_image/hurricane_harvey/18_9_2017/909820533419671555_1.jpg,1,1,0.8572861
Hurricane Maria: Puerto Rico damage update â€“ shock video shows planes TOSSED likeÂ toys https://t.co/qdeQn8c8xJ https://t.co/FBGGFdK9sr,/home/julian/datasets/crisis_mmd/data_image/hurricane_maria/21_9_2017/910772080907554816_0.jpg,1,1,0.8858591
Damaged cell towers create communication problems in Northern California fire zone https://t.co/htzT3iLcs7 https://t.co/Ca5NopmhJl,/home/julian/datasets/crisis_mmd/data_image/california_wildfires/10_10_2017/917858237948424202_0.jpg,1,1,0.91414183
"Hurricane Irma could cost insurers £150bn, analyst warns  https://t.co/ohxlmcDb1A https://t.co/6llXF6txL3",/home/julian/datasets/crisis_mmd/data_image/hurricane_irma/18_9_2017/909719418887909376_0.jpg,1,1,0.9276539
Hurricane Irma triggers insurance payouts for three Caribbean countries - https://t.co/9XUBkHdLOr Irma triggers ... https://t.co/AyljsvpzD2,/home/julian/datasets/crisis_mmd/data_image/hurricane_irma/18_9_2017/909787101972983808_0.jpg,1,1,0.97877914
RT @thedailybeast: Mexico withdraws Harvey aid offer after silent treatment from Trump https://t.co/Rw8E4gVNBX https://t.co/U2WNOfUvNX,/home/julian/datasets/crisis_mmd/data_image/hurricane_harvey/11_9_2017/907333681701822465_0.jpg,0,1,0.6425575
Scary point from @jimwaterson in the British Virgin Islands: Maria will turn debris from Irma into deadly missiles.‚Ä¶ https://t.co/CwDTZYeB58,/home/julian/datasets/crisis_mmd/data_image/hurricane_irma/19_9_2017/910124639170506752_0.jpg,1,1,0.99132866
What a difference a week makes. #harvey https://t.co/PLtihwqqWR,/home/julian/datasets/crisis_mmd/data_image/hurricane_harvey/6_9_2017/905427798466207746_1.jpg,0,0,0.970968
Lebanese Nationals Affected By Hurricane Irma Arrive In Lebanon https://t.co/zNPFE86ETn https://t.co/AllVfHgsRT,/home/julian/datasets/crisis_mmd/data_image/hurricane_irma/17_9_2017/909493095422726144_0.jpg,1,1,0.9839984
"How HR Pros Are Responding to Hurricanes Irma, Harvey - SHRM https://t.co/Nx4bUTTnGL #HR #ER #disaster https://t.co/jWpT0a0ihe",/home/julian/datasets/crisis_mmd/data_image/hurricane_irma/18_9_2017/909910016295034881_0.jpg,0,0,0.8802192
#New: Mexico no longer offering Harvey aid after deadly quake https://t.co/oYcQS0mctR ^Politico https://t.co/cDzLdJrMFC,/home/julian/datasets/crisis_mmd/data_image/hurricane_harvey/12_9_2017/907565287540637696_0.jpg,0,1,0.57670987
RT @PDChina: #Update: At least 42 dead in #Mexico M7.1 #earthquake: Governor of Morelos https://t.co/LVqsSYuInH,/home/julian/datasets/crisis_mmd/data_image/mexico_earthquake/20_9_2017/910563191700185088_2.jpg,1,1,0.9597129
"Hurricane Maria: Words, pictures slowly trickle out of Puerto Rico --&gt; https://t.co/UCaVYtG3HM https://t.co/zl7QYErxi0",/home/julian/datasets/crisis_mmd/data_image/hurricane_maria/20_9_2017/910552318709567488_0.jpg,1,1,0.9981298
RT @CBSSunday: Mark Strassman reports on the unrelenting wrath of Hurricane Harvey https://t.co/rG58oKQ1wR https://t.co/EwGhGsFlmD,/home/julian/datasets/crisis_mmd/data_image/hurricane_harvey/3_9_2017/904335509723467777_0.jpg,1,1,1.0
@ajwdct summary of FCC &amp; other's efforts to help Puerto Rico and the U.S. Virgin Islands https://t.co/8X3IGSpHof https://t.co/13qXRxNtQh,/home/julian/datasets/crisis_mmd/data_image/hurricane_maria/6_10_2017/916168959971303424_0.jpg,0,0,0.8606149
Businesses Underwater After Harvey â€” PhotoÂ Essay https://t.co/1JzhaVkHNF https://t.co/P4L5Jd6B8g,/home/julian/datasets/crisis_mmd/data_image/hurricane_harvey/4_9_2017/904705739733782530_0.jpg,0,0,0.9322936
Earthquake hits border of Iran and Iraq – in pictures https://t.co/MzUg1cJpqE #Noticias #Actualidad #News https://t.co/TgpopbUXy8,/home/julian/datasets/crisis_mmd/data_image/iraq_iran_earthquake/13_11_2017/930116130496167936_0.jpg,1,1,0.99710697
RT @archchirps: #Dominica #HurricaneMaria #photos - use freely. https://t.co/JqB4JRkXml,/home/julian/datasets/crisis_mmd/data_image/hurricane_maria/23_9_2017/911558544780152832_1.jpg,1,1,0.7668261
RT @mattdrewb: Riverdale IB juniors/seniors helping cleanup in Alva post Irma https://t.co/OF4Io2bOkQ,/home/julian/datasets/crisis_mmd/data_image/hurricane_irma/18_9_2017/909907796958830592_2.jpg,0,0,0.88050866
#SummerlandKey (map dot 2) #Irma #coastal damage before/after air photos. Arrow marks reference point‚Ä¶ https://t.co/ihSN1cCe6g,/home/julian/datasets/crisis_mmd/data_image/hurricane_irma/19_9_2017/910126834498592768_0.jpg,0,0,0.93057305
#Earthquake in #Iran Outside in the town of Sarpol-e Zahab . Thousands homeless. ὏7 by @AttaKenare @afpphoto #AFP https://t.co/VFRPSS4gk7,/home/julian/datasets/crisis_mmd/data_image/iraq_iran_earthquake/14_11_2017/930432485892280320_0.jpg,1,1,0.98791367
"Federal prisoners stranded in Harvey, Harris County inmates released into it https://t.co/DRMxs50FIk https://t.co/U72V96baWh",/home/julian/datasets/crisis_mmd/data_image/hurricane_harvey/11_9_2017/907150052250058752_0.jpg,1,1,0.9937504
DEVASTATING | A possible tornado destroyed 6 mobile homes in Palm Bay #HurricaneIrma ( @news6wkmg ) https://t.co/47yOFbbgf6,/home/julian/datasets/crisis_mmd/data_image/hurricane_harvey/10_9_2017/906919319849893889_0.jpg,1,1,0.8552233
RT @worldonalert: #Texas: Photos show destruction in #Bayside after hurricane #Harvey. https://t.co/YO4oqLPZnm https://t.co/cvTatve6zi,/home/julian/datasets/crisis_mmd/data_image/hurricane_harvey/27_8_2017/901692349289566210_2.jpg,1,1,0.9415593
Sad to see these pics of Toppers and Pink Iguana after #Irma hit #StMartin #StMaarten https://t.co/n6OBOH9UXv,/home/julian/datasets/crisis_mmd/data_image/hurricane_irma/17_9_2017/909415467655335936_0.jpg,0,0,0.65320545
"5 things for October 11: California wildfires, Harvey Weinstein, Catalonia https://t.co/UAadazectg https://t.co/MjrXcQQkNe",/home/julian/datasets/crisis_mmd/data_image/california_wildfires/11_10_2017/918062929634770944_0.jpg,1,1,0.9783608
"If these images do not depict “a real catastrophe”, then I don’t know what does. (Source: https://t.co/AKEiRoIOn8) https://t.co/xVZwRgukdx",/home/julian/datasets/crisis_mmd/data_image/hurricane_maria/3_10_2017/915282034628730884_2.jpg,0,0,0.8335191
Report: Powerful Earthquake Kills Hundreds In Central Mexico https://t.co/QPdDaDALTM https://t.co/5XENXwCuvT,/home/julian/datasets/crisis_mmd/data_image/mexico_earthquake/21_9_2017/910681807858810880_0.jpg,1,1,0.9994791
Irma weakens to tropical storm in Florida: forecasters https://t.co/dc3J2aYHh9 https://t.co/CmcOcKnPjE,/home/julian/datasets/crisis_mmd/data_image/hurricane_irma/18_9_2017/909746223954849793_0.jpg,0,0,0.8261376
What Puerto Rico is doing to get the power back after the storm https://t.co/vEnDzkz9XX #FlaPol https://t.co/DRB7dlG7i7,/home/julian/datasets/crisis_mmd/data_image/hurricane_maria/20_10_2017/921422248338214913_0.jpg,1,1,0.97659665
"reuters|Hurricane Maria brings destruction, heavy floods to Puerto Rico|https://t.co/zT0AAQCw99 https://t.co/kJlY78X3od",/home/julian/datasets/crisis_mmd/data_image/hurricane_maria/20_9_2017/910620295521882112_0.jpg,1,0,0.6690294
"California Wildfires Threaten Significant Losses for P/C Insurers, Moodyâ€™sÂ Says https://t.co/ELUaTkYbzZ https://t.co/Os8UAAjxGb",/home/julian/datasets/crisis_mmd/data_image/california_wildfires/16_10_2017/919954271700787200_0.jpg,1,1,0.99595624
RT @latimes: Why 2017 is shaping up to be one of Californiaâ€™s worst fire seasons https://t.co/jqJt9nUWuZ https://t.co/jEPRjnDKzl,/home/julian/datasets/crisis_mmd/data_image/california_wildfires/17_10_2017/920274579163176961_0.jpg,1,1,0.98288316
"Losses from the hurricane ""Harvey"" estimate at 150-180 billion dollars https://t.co/StdImrypXx https://t.co/oZG89a1c15",/home/julian/datasets/crisis_mmd/data_image/hurricane_harvey/4_9_2017/904724083966955521_0.jpg,1,1,0.9830148
Pics from Facebook page St. Croix Hurricane Maria Check in. Extensive damage #Maria @cnn @weatherchannel @maddow https://t.co/c3pciH5rYH,/home/julian/datasets/crisis_mmd/data_image/hurricane_maria/20_9_2017/910538720117391360_3.jpg,0,0,0.9122521
Is California safe? Latest travel update as deadly wildfires devastate US state https://t.co/VfJqvRaYZo https://t.co/9dVxJkShjP,/home/julian/datasets/crisis_mmd/data_image/california_wildfires/10_10_2017/917848209661112320_0.jpg,1,1,0.9415481
Puerto Rico's Massive Blackout Underscores Island's Fragile Electrical System https://t.co/HY0HYfWgJu https://t.co/wnEN97C5OL,/home/julian/datasets/crisis_mmd/data_image/hurricane_maria/10_11_2017/928984882969174017_0.jpg,0,0,0.9270968
"The Mexico City earthquake, 30 years on: have its lessons been forgotten? https://t.co/002Jpkg5QX á½¤F https://t.co/9CHNn70HEc",/home/julian/datasets/crisis_mmd/data_image/mexico_earthquake/20_9_2017/910572320338485248_0.jpg,1,1,0.97823733
Irma's aftermath could spook waterfront property buyers https://t.co/q9b2Qbq2F3 by @SFBJRealEstate ·Ωë1 https://t.co/f5fnleiXg5,/home/julian/datasets/crisis_mmd/data_image/hurricane_irma/17_9_2017/909401570026119168_0.jpg,1,1,0.8562753
Praying for those yet suffering from Harvey. I had the pleasure of volunteering with BLMHTX in hard hit areas. https://t.co/qVDTxDvo78,/home/julian/datasets/crisis_mmd/data_image/hurricane_harvey/9_9_2017/906598440360083456_0.jpg,0,0,0.8785058
"RT @ajwamood: #ajwamood : Harvey the first major hurricane to strike the #US since 2005 , causes at least 1 fatality https://t.co/RvDkebyAAC",/home/julian/datasets/crisis_mmd/data_image/hurricane_harvey/27_8_2017/901646074527535105_1.jpg,1,1,0.64833677
"Puerto Rico evacuates area near crumbling dam, asks for aid https://t.co/1jztMwlPXB #Algeria #الجزائر https://t.co/LG65aE2RtG",/home/julian/datasets/crisis_mmd/data_image/hurricane_maria/25_9_2017/912421828618080258_0.jpg,1,1,0.89786375
Hurricane Harvey First Responder Gets Flesh-Eating Bacteria From Texas Storm Water https://t.co/Rjpe9IgBxZ https://t.co/G6da88c9xp,/home/julian/datasets/crisis_mmd/data_image/hurricane_harvey/8_9_2017/905960553830522880_0.jpg,1,1,0.99999905
"After Hurricane Irma, U.S. Virgin Islands residents feel forgotten https://t.co/hXzXsx9Iyw https://t.co/YudXU0yvFl",/home/julian/datasets/crisis_mmd/data_image/hurricane_irma/18_9_2017/909890385098440706_0.jpg,0,0,0.6577098
RT @MariaVinci7: Pray for victims of California #wildfires á½’5â¤á½¤Fâ¤á½’5 https://t.co/ov70Qg2pF9,/home/julian/datasets/crisis_mmd/data_image/california_wildfires/11_10_2017/917945051736629248_0.jpg,1,1,0.7727885
Questions swirl around Puerto Rico contract https://t.co/yA9LhdfZkl #Business https://t.co/VuKky7TUFI,/home/julian/datasets/crisis_mmd/data_image/hurricane_maria/25_10_2017/922979668352958467_0.jpg,1,1,0.9999685
"PHOTOS: New album ""Texas recovers from Harvey"" posted on our Facebook page https://t.co/h98YQdjIv7 (CNS/Bob Roller) https://t.co/ybiqlVD2mi",/home/julian/datasets/crisis_mmd/data_image/hurricane_harvey/6_9_2017/905491119705702400_1.jpg,0,0,0.9027967
Hurricane Irma debris pickup gets underway --&gt; https://t.co/zYA0vU7MEg https://t.co/sPFI7JNR3E,/home/julian/datasets/crisis_mmd/data_image/hurricane_irma/18_9_2017/909782273280630784_0.jpg,0,0,0.8297708
Georgia residents now get Hurricane Irma tax relief https://t.co/AIetBJU31o https://t.co/RDEg2jZGqW,/home/julian/datasets/crisis_mmd/data_image/hurricane_irma/19_9_2017/910195055180234753_0.jpg,0,0,0.9571918
Harvey’s ‘catastrophic’ flooding could cost billions in damage https://t.co/oYbBojSizX https://t.co/3fvWL4soJz,/home/julian/datasets/crisis_mmd/data_image/hurricane_harvey/27_8_2017/901805267989475328_0.jpg,1,1,0.9956031
Puerto Rico hit by new power outage after line repaired by Whitefish fails: report https://t.co/LP9aPlc1Jo https://t.co/X1ipHdKc4e,/home/julian/datasets/crisis_mmd/data_image/hurricane_maria/9_11_2017/928754744662913025_0.jpg,0,0,0.92144805
"Finally found a job worse than roofing. Clearing giant ass trees off of roofs, THEN roofing. Thanks Irma... https://t.co/X7akH4tN33",/home/julian/datasets/crisis_mmd/data_image/hurricane_irma/18_9_2017/909913791865004033_0.jpg,0,0,0.78115755
"A photographer turned the corner in California's wine country, and saw this: https://t.co/YyfcAO1zks https://t.co/cWuStRivnW",/home/julian/datasets/crisis_mmd/data_image/california_wildfires/17_10_2017/920405185226145793_0.jpg,1,1,0.95444614
RT @nesumosa: A huge crane just collapsed on top of building in down town Miami #irma https://t.co/beCQpfWeIB,/home/julian/datasets/crisis_mmd/data_image/hurricane_irma/10_9_2017/906927887454011394_0.jpg,0,0,0.92337894
RT @CGTNOfficial: Toxic sites damaged by Harvey presenting health and environmental dangers https://t.co/qlZF3qxV9a https://t.co/DM5JcUC3N8,/home/julian/datasets/crisis_mmd/data_image/hurricane_harvey/3_9_2017/904484344156311552_0.jpg,1,1,0.9999895
RT @wsredneck: How a #Redneck relaxes between hurricanes. #irma #harvey #Hurricane https://t.co/uv2q7yvnCZ,/home/julian/datasets/crisis_mmd/data_image/hurricane_irma/7_9_2017/905631022540357632_0.jpg,1,1,0.9929173
Mexico Earthquake: 2 Cathedrals Sustain Damage https://t.co/e4YWqejFS5 https://t.co/zh5KyBbEVX,/home/julian/datasets/crisis_mmd/data_image/mexico_earthquake/21_9_2017/910691589034409984_0.jpg,0,0,0.8965119
@realDonaldTrump Are you golfing again today and people have no water or electricity in Puerto Rico fat pig. https://t.co/C8RSlYv6eF,/home/julian/datasets/crisis_mmd/data_image/hurricane_maria/21_10_2017/921806731625357313_0.jpg,1,1,0.991731
Irma-related insurance claims now valued at more than $2 billion https://t.co/iAX5LJ7GVl via @MichaelEMoline #FlaPol https://t.co/y3OxeBTXqI,/home/julian/datasets/crisis_mmd/data_image/hurricane_irma/19_9_2017/910218202336161792_0.jpg,1,1,0.9339708
Timelapse shows Hurricane Irma making its way through Miami Beach https://t.co/ejAB0mfv62 https://t.co/9XP1Q1NeBN,/home/julian/datasets/crisis_mmd/data_image/hurricane_irma/18_9_2017/909902707028316161_0.jpg,0,0,0.9024951
"@jhouch47 bringing the ""thumbs up"" as a @cfboynton crew is helping our neighbors with Hurricane Irma clean-up!… https://t.co/5w4O1HgEq2",/home/julian/datasets/crisis_mmd/data_image/hurricane_irma/18_9_2017/909916266911150080_0.jpg,0,0,0.91189986
RT @EricYutzy: Pictures m sent to our newsroom from St. Maarten after Hurricane Irma initial impact. https://t.co/jTfHdvE5fy,/home/julian/datasets/crisis_mmd/data_image/hurricane_irma/7_9_2017/905636873921495040_0.jpg,1,1,0.7565436
Regulations Eliminated by Trump Are Needed Now to Rebuilt After Irma https://t.co/o6Rv3qk6tT https://t.co/RVEYqLB7sP,/home/julian/datasets/crisis_mmd/data_image/hurricane_irma/17_9_2017/909437071491833856_0.jpg,1,1,0.64374787
Some of the devastation from #Harvey friends and family who lost everything ὢ2 prayers neededὉ4 @DonnieWahlberg #BH❤ https://t.co/2rNeqYEEQJ,/home/julian/datasets/crisis_mmd/data_image/hurricane_harvey/7_9_2017/905930890735439873_1.jpg,0,0,0.8379582
Puerto Rico's Hurricane Devastation (National Geographic) https://t.co/AtvNiYn5ba,/home/julian/datasets/crisis_mmd/data_image/hurricane_maria/9_11_2017/928657464861646848_0.jpg,1,1,0.86023057
RT @callerdotcom: WATCH: Students displaced by Harvey register for school https://t.co/6lAzZ3nG8J https://t.co/JmigvNJo09,/home/julian/datasets/crisis_mmd/data_image/hurricane_harvey/4_9_2017/904677953983967233_0.jpg,0,0,0.8406101
Hundreds leave homes near dangerously crumbling Puerto Rico dam https://t.co/hybOJOEOmW https://t.co/oGVuTg8R9F,/home/julian/datasets/crisis_mmd/data_image/hurricane_maria/25_9_2017/912357558484058112_0.jpg,1,1,0.89480335
L.A. Earthquake vs Irma...stay strong L.A. FEMA's enrouteὠ9 https://t.co/juDBlEMSrc,/home/julian/datasets/crisis_mmd/data_image/hurricane_irma/19_9_2017/910149358187716608_2.jpg,1,1,0.98278934
"Finally found a job worse than roofing. Clearing giant ass trees off of roofs, THEN roofing. Thanks Irma... https://t.co/X7akH4tN33",/home/julian/datasets/crisis_mmd/data_image/hurricane_irma/18_9_2017/909913791865004033_2.jpg,0,0,0.8274346
$300 million Puerto Rico power deal now under government review https://t.co/TJJxh7NDeV https://t.co/P50Caj1DsE,/home/julian/datasets/crisis_mmd/data_image/hurricane_maria/26_10_2017/923649702108700673_0.jpg,1,1,0.50508416
Harvey strikes â€˜blowâ€™ at Houston real estate market https://t.co/zLaGrp9zmh https://t.co/JkiUTMxHrI,/home/julian/datasets/crisis_mmd/data_image/hurricane_harvey/3_9_2017/904468677906636800_0.jpg,1,1,0.99767774
"As the world goes on about its business, the damage in Puerto Rico is unimaginable https://t.co/UWZ95dsEly https://t.co/1H19tHZQCD",/home/julian/datasets/crisis_mmd/data_image/hurricane_maria/27_9_2017/913126475917803520_1.jpg,1,1,0.9938128
Video: Ariel shots show devastation of Hurricane Irma https://t.co/uP4dVJVn0p ^CNNHeadlines https://t.co/bW8fVgNPbX,/home/julian/datasets/crisis_mmd/data_image/hurricane_irma/7_9_2017/905714574128644096_0.jpg,1,1,0.9955059
"RT @Karee_news: DC-10 on fire duty for the Corona Fire Department, Los Angeles, #California https://t.co/JgIVTNHL36",/home/julian/datasets/crisis_mmd/data_image/california_wildfires/15_10_2017/919592657785114624_0.jpg,1,1,0.9612346
San Antonio News Is San Antonio Ready For A Harvey-Strength Storm? - Texas Public Radio https://t.co/uCaEHMW0ND https://t.co/UFM6YO7Ac1,/home/julian/datasets/crisis_mmd/data_image/hurricane_harvey/18_9_2017/909718903739244544_0.jpg,1,1,0.99976176
Hurricane Harvey Could Hit Storm Victims Again on Tax Day https://t.co/RbPCHOFKXy https://t.co/7QkYpQoAKZ,/home/julian/datasets/crisis_mmd/data_image/hurricane_harvey/12_9_2017/907677765293527041_0.jpg,0,0,0.92942214
Puerto Rico's Emergency Management Chief Resigns As Island Continues To Struggle… https://t.co/cgOVNWIUks https://t.co/kBjjZ9RXpD,/home/julian/datasets/crisis_mmd/data_image/hurricane_maria/10_11_2017/929132686559580165_0.jpg,1,1,0.9921278
.@FiveFifths reports from Puerto Rico on the island's unfolding environmental catastrophe https://t.co/bvi09TUMDr https://t.co/kaihq0CXhG,/home/julian/datasets/crisis_mmd/data_image/hurricane_maria/21_10_2017/921873063628730368_0.jpg,0,0,0.77171206
Fire-scorched neighborhood in California still gets mail. #Creepy Video: https://t.co/zamK3Vn9wY https://t.co/LdsfPhEwd7,/home/julian/datasets/crisis_mmd/data_image/california_wildfires/17_10_2017/920228049408360448_0.jpg,1,1,0.99557436
All-Star Hurricane Harvey Telethon Preparing to Include Those Affected by Irma https://t.co/1b68WzJLWD #djmissgem https://t.co/K8J9jN4m5a,/home/julian/datasets/crisis_mmd/data_image/hurricane_harvey/6_9_2017/905552718088900608_0.jpg,1,1,0.9997441
Raw: New footage emerges of horror building collapse during Mexico earthquake https://t.co/c9YeANFqYE https://t.co/Oy6JFoSONH,/home/julian/datasets/crisis_mmd/data_image/mexico_earthquake/1_10_2017/914610405707677697_0.jpg,0,0,0.9242553
Puerto Rico’s storm of misery https://t.co/tCf7BloiIL https://t.co/zZcyyjBTpu,/home/julian/datasets/crisis_mmd/data_image/hurricane_maria/6_11_2017/927424401959804934_0.jpg,1,1,0.9868352
RT @thedailybeast: Nearly two dozen dead in Californiaâ€™s massive wildfires https://t.co/5VJpvWYXdq https://t.co/wi9sMkDOhW,/home/julian/datasets/crisis_mmd/data_image/california_wildfires/12_10_2017/918353176914427904_0.jpg,1,1,0.9855401
From the AP archives: California Wildfire Victims Vow to Return https://t.co/PdGQExvFqb https://t.co/atfXLCdiuY,/home/julian/datasets/crisis_mmd/data_image/california_wildfires/16_10_2017/919924734636298241_0.jpg,1,1,0.92101884
"FEMA turns focus to Hurricane Maria after Harvey, Irma https://t.co/TCFBvOvlXN https://t.co/a6ZzKjXeOM",/home/julian/datasets/crisis_mmd/data_image/hurricane_maria/20_9_2017/910534972699811843_0.jpg,0,0,0.9062124
"Donald Trump is yet to address the deadly Iran-Iraq earthquake, but has had time to tweet https://t.co/Ja7ugokJ8B",/home/julian/datasets/crisis_mmd/data_image/iraq_iran_earthquake/13_11_2017/930170726715404295_0.jpg,1,1,0.9999496
Moore church dedicates new sanctuary 14 years after being destroyed in tornado https://t.co/FLyGQPNr4U https://t.co/8T8rsAKYbA,/home/julian/datasets/crisis_mmd/data_image/hurricane_harvey/11_9_2017/907215000233635840_0.jpg,1,1,0.8375855
IN PICTURES: Hurricane Irma's devastation revealed by Isle of Wight businessman https://t.co/lsjmLHEVRd‚Ä¶ https://t.co/9eW80iK7i1,/home/julian/datasets/crisis_mmd/data_image/hurricane_irma/19_9_2017/910183007637561344_0.jpg,1,1,0.9931734
California wildfires: 360 video shows extreme damage caused by flames â€“ ABC15Â Arizona https://t.co/p4gLohxHpW https://t.co/YONUCyqh66,/home/julian/datasets/crisis_mmd/data_image/california_wildfires/17_10_2017/920414758385328128_0.jpg,1,1,0.9188322
The rubble left by California's wine country fire https://t.co/PxmlLbeDto #news #updates #RT #kgglobal https://t.co/5KYEWNWNtz,/home/julian/datasets/crisis_mmd/data_image/california_wildfires/11_10_2017/917972569613045760_0.jpg,1,1,0.5637076
Texas health officials monitoring mosquitoes after Harvey #Healthcare https://t.co/k9ZrjYucM9 https://t.co/kf5XkID8nu,/home/julian/datasets/crisis_mmd/data_image/hurricane_harvey/6_9_2017/905491728345554945_0.jpg,1,1,0.9997968
6 more ways Hurricane Irma will cost Floridians https://t.co/94msUkD8ai via @usatoday https://t.co/uOsz6lW7rV,/home/julian/datasets/crisis_mmd/data_image/hurricane_irma/18_9_2017/909869946070605825_0.jpg,1,1,0.9337015
Check out this cool Irma Photo Gallery! What an impressive operation. https://t.co/l6emfuagEg https://t.co/MRxnl4E2Qn,/home/julian/datasets/crisis_mmd/data_image/hurricane_irma/19_9_2017/910255847346987009_0.jpg,0,0,0.8785251
Soft soil made Mexico City shake like it was 'built on jelly' during earthquake https://t.co/PXrpJ1Xwyw https://t.co/SGJ2Kb1emO,/home/julian/datasets/crisis_mmd/data_image/mexico_earthquake/20_9_2017/910609555821858816_0.jpg,1,1,0.99989915
CGBA recovery unit working hard in Texas city. #disasterrelief #hurricaneharvey https://t.co/1xmv48lypi,/home/julian/datasets/crisis_mmd/data_image/hurricane_harvey/11_9_2017/907257101029974016_3.jpg,0,0,0.9440791
RT @DailyMail: How Hurricane Maria left Dominica looking like an apocalyptic wasteland https://t.co/nIBWJU48s9 https://t.co/23PaWrYEsV,/home/julian/datasets/crisis_mmd/data_image/hurricane_maria/24_9_2017/911965850198036480_2.jpg,1,1,0.9992506
"Beaumont-Port Arthur area floods by tropical storm Harvey, oil industry hit financially Watch Now ὄ9… https://t.co/qrMeqERsT2",/home/julian/datasets/crisis_mmd/data_image/hurricane_harvey/3_9_2017/904288462441897984_0.jpg,1,1,0.963654
RT @GyasiClarke: St. Croix is filled with rich history and We are tough because of it. ἟B἞E #HurricaneMaria https://t.co/RyQ1bmohTm,/home/julian/datasets/crisis_mmd/data_image/hurricane_maria/23_9_2017/911561478536404992_1.jpg,0,1,0.81982774
JEA Board Assesses Irma’s Impact On Utility via @WJCTJax https://t.co/fCXXmwH1tq https://t.co/go1ZJjcczn,/home/julian/datasets/crisis_mmd/data_image/hurricane_irma/19_9_2017/910237972141891585_0.jpg,0,0,0.91256803
"dhs_jules: RT iamalikentish: The 'cultural capital' of Dominica - Grandbay, post Hurricane Maria. Pics from my fri… https://t.co/6JMeYy4M87",/home/julian/datasets/crisis_mmd/data_image/hurricane_maria/23_9_2017/911575707024859136_0.jpg,1,1,0.9959239
Key Largo couple says Hurricane #Irma took water away from Florida Bay https://t.co/NSncap5dX7 https://t.co/g9l1ky15HX,/home/julian/datasets/crisis_mmd/data_image/hurricane_irma/18_9_2017/909927931316703233_0.jpg,0,0,0.92451173
WOW! ·Ω¢E The photos from our crews out in South #Florida show the destruction left by #Hurricane #Irma. #roofing‚Ä¶ https://t.co/pCVRLRkS6x,/home/julian/datasets/crisis_mmd/data_image/hurricane_irma/18_9_2017/909912459640700930_0.jpg,0,0,0.7115744
"Last week, I was on a boat! #Harveyflood #Harvey https://t.co/kXltJ4zybE",/home/julian/datasets/crisis_mmd/data_image/hurricane_harvey/12_9_2017/907475708976525312_1.jpg,1,1,0.9999839
What fueled California's lethal wildfires that seemed to come out of nowhere? https://t.co/eXO4r3UVOI https://t.co/DLjRFfI6A6,/home/julian/datasets/crisis_mmd/data_image/california_wildfires/10_10_2017/917864853015969792_0.jpg,1,1,0.8910087
Thanks for following! please share! https://t.co/dtkMVtB3oM https://t.co/oD9DeZ1yTk,/home/julian/datasets/crisis_mmd/data_image/hurricane_maria/23_10_2017/922610290281402368_0.jpg,0,0,0.9360234
Spring Man Who Survived Harvey's Wrath Shares Hope Of Rebuilding https://t.co/d0S2pQPTja https://t.co/0XnvtcxkzW,/home/julian/datasets/crisis_mmd/data_image/hurricane_harvey/7_9_2017/905862761263104001_0.jpg,1,0,0.5120408
@realDonaldTrump Hired to restore Electric on Puerto Rico? They only have 2 Employees!!! https://t.co/5gAlJtozgp https://t.co/ZUZUNro0ZH,/home/julian/datasets/crisis_mmd/data_image/hurricane_maria/24_10_2017/922925964681666560_0.jpg,1,1,0.97117436
#HurricaneHarvey #Aftermath: #Texas #Ports Recovery in Photos https://t.co/ExO703Q9g5 https://t.co/30DQZQZBIs,/home/julian/datasets/crisis_mmd/data_image/hurricane_harvey/5_9_2017/905015318401216512_2.jpg,1,1,0.989356
Warnings From #Harvey About the Future of #UrbanPlanning in Texas - https://t.co/svd0IwnHzI via @DMagazine https://t.co/jGgIzzeGRw,/home/julian/datasets/crisis_mmd/data_image/hurricane_harvey/9_9_2017/906550288072495104_0.jpg,1,1,0.9999974
